fix.acid,vol.acid,citric,sugar,chlorides,free.sd,total.sd,density,pH,sulphates,alcohol,label
6.1,0.38,0.14,3.9,0.06,27,113,2,3.07,0.34,9.2,BAD
6.3,0.1,0.24,6,0.039,25,107,2,3.59,0.49,10.5,GOOD
5.7,0.22,0.2,16,0.044,41,113,2,3.22,0.46,8.9,GOOD
6.3,0.4,0.24,5.1,0.036,43,131,2,3.24,0.44,11.3,GOOD
6.7,0.4,0.22,8.8,0.052,24,113,2,3.22,0.45,9.4,BAD
7.4,0.24,0.42,14,0.066,48,198,2,2.89,0.42,8.9,GOOD
7.8,0.25,0.34,13.7,0.044,66,184,2,3.22,0.75,8.9,BAD
7,0.36,0.32,10.05,0.045,37,131,2,3.09,0.33,11.7,GOOD
8.1,0.2,0.28,0.9,0.023,49,87,2,2.92,0.36,11.1,GOOD
6.7,0.24,0.39,2.9,0.173,63,157,2,3.1,0.34,9.4,GOOD
7.4,0.32,0.22,1.7,0.051,50,179,2,3.28,0.69,8.9,BAD
5,1.02,0.04,1.4,0.045,41,85,2,3.75,0.48,10.5,BAD
7.3,0.59,0.26,2,0.08,17,104,2,3.28,0.52,9.9,BAD
8.8,0.61,0.14,2.4,0.067,10,42,2,3.19,0.59,9.5,BAD
5.2,0.6,0.07,7,0.044,33,147,2,3.33,0.58,9.7,BAD
5.5,0.23,0.19,2.2,0.044,39,161,2,3.19,0.43,10.4,GOOD
6.8,0.27,0.22,17.8,0.034,16,116,2,3.07,0.53,9.2,BAD
6.3,0.2,0.26,1.6,0.027,36,141,2,3.53,0.56,10.8,GOOD
7.4,0.19,0.31,14.5,0.045,39,193,2,3.1,0.5,9.2,GOOD
10.2,0.36,0.64,2.9,0.122,10,41,2,3.23,0.66,12.5,GOOD
8.8,0.4,0.4,2.2,0.079,19,52,2,3.44,0.64,9.2,BAD
5.8,0.25,0.26,13.1,0.051,44,148,2,3.29,0.38,9.3,BAD
7,0.21,0.28,7.5,0.07,45,185,2,3.34,0.55,9.4,BAD
7.2,0.23,0.39,2.3,0.033,29,102,2,3.26,0.54,12.3,GOOD
5.7,0.28,0.3,3.9,0.026,36,105,1,3.26,0.58,12.75,GOOD
7,0.14,0.28,1.3,0.026,10,56,2,3.46,0.45,9.9,BAD
8.4,0.19,0.43,2.1,0.052,20,104,2,2.85,0.46,9.5,BAD
6,0.21,0.24,12.1,0.05,55,164,2,3.34,0.39,9.4,BAD
13.2,0.46,0.52,2.2,0.071,12,35,3,3.1,0.56,9,GOOD
6,0.42,0.41,12.4,0.032,50,179,2,3.14,0.6,9.7,BAD
6.3,0.23,0.3,1.8,0.033,16,91,2,3.28,0.4,11.8,GOOD
7.6,0.38,0.28,4.2,0.029,7,112,2,3,0.41,12.6,GOOD
8.1,0.26,0.27,4.3,0.03,43,123,2,3.16,0.33,11.2,GOOD
7.3,0.22,0.41,15.4,0.05,55,191,2,3.32,0.59,8.9,GOOD
7.4,0.28,0.36,14.6,0.048,35,161,2,3.14,0.56,10.6,BAD
6.8,0.23,0.32,1.6,0.026,43,147,2,3.29,0.54,12.5,GOOD
6.2,0.29,0.32,3.6,0.026,39,138,1,3.31,0.37,13.1,GOOD
8.1,0.12,0.49,1.2,0.042,43,160,2,3.13,0.48,9.7,GOOD
7,0.24,0.35,1.5,0.052,51,128,2,3.41,0.59,10.4,GOOD
10.1,0.27,0.54,2.3,0.065,7,26,2,3.17,0.53,12.5,GOOD
6.8,0.26,0.22,4.8,0.041,110,198,2,3.29,0.67,10.6,BAD
7.6,0.52,0.49,14,0.034,37,156,2,3.14,0.38,11.8,GOOD
6.2,0.31,0.21,6.3,0.041,50,218,2,3.15,0.6,10,BAD
8.3,0.41,0.51,2,0.046,11,207,2,3.02,0.55,11.4,BAD
6.6,0.34,0.24,3.3,0.034,29,99,2,3.1,0.4,12.3,GOOD
6.6,0.23,0.2,11.4,0.044,45,131,2,2.96,0.51,9.7,GOOD
7.4,0.19,0.3,12.8,0.053,48.5,229,2,3.14,0.49,9.1,GOOD
6.9,0.2,0.5,10,0.036,78,167,2,3.15,0.55,10.2,GOOD
10,0.49,0.2,11,0.071,13,50,3,3.16,0.69,9.2,GOOD
6.7,0.46,0.24,1.7,0.077,18,34,2,3.39,0.6,10.6,GOOD
7.6,0.3,0.27,10.6,0.039,31,119,2,3.27,0.3,9.3,GOOD
7.2,0.63,0,1.9,0.097,14,38,2,3.37,0.58,9,GOOD
5.7,0.22,0.2,16,0.044,41,113,2,3.22,0.46,8.9,GOOD
5.9,0.2,0.28,12.8,0.038,29,132,2,3.31,0.57,11.8,GOOD
6.8,0.19,0.36,1.9,0.035,30,96,2,3.15,0.54,10.8,GOOD
7.7,0.39,0.3,5.2,0.037,29,131,2,3.38,0.44,11,GOOD
6.4,0.17,0.34,1.5,0.093,43,136,2,3.25,0.49,9.6,GOOD
6.7,0.14,0.51,4.3,0.028,57,124,2,2.91,0.54,10.7,GOOD
7.6,0.49,0.33,1.9,0.074,27,85,2,3.41,0.58,9,BAD
7.1,0.27,0.27,10.4,0.041,26,114,2,3.04,0.52,11.5,GOOD
6.6,0.18,0.28,1.7,0.041,53,161,2,3.13,0.45,10.2,GOOD
6,0.31,0.27,2.3,0.042,19,120,1,3.32,0.41,12.7,GOOD
6.4,0.31,0.31,12.9,0.045,55,161,2,3.02,0.59,10.2,BAD
7.2,0.58,0.27,5.8,0.032,40,118,2,3.17,0.53,13,GOOD
7.3,0.18,0.65,1.4,0.046,28,157,2,3.33,0.62,9.4,GOOD
6.8,0.43,0.26,5.2,0.043,40,176,2,3.17,0.41,12.3,GOOD
7.3,0.26,0.33,17.85,0.049,41.5,195,2,3.06,0.44,9.1,GOOD
7.1,0.46,0.14,2.8,0.076,15,37,2,3.36,0.49,10.7,BAD
7.2,0.27,0.74,12.5,0.037,47,156,2,3.04,0.44,8.7,BAD
7.2,0.27,0.31,1.2,0.031,27,80,1,3.03,0.33,12.7,GOOD
8.3,0.18,0.3,1.1,0.033,20,57,2,3.02,0.51,11,GOOD
7.4,0.19,0.49,9.3,0.03,26,132,2,2.99,0.32,11,GOOD
7.5,0.38,0.29,4.9,0.021,38,113,2,3.08,0.48,13,GOOD
7.2,0.28,0.54,16.7,0.045,54,200,2,3.08,0.49,9.5,GOOD
6.3,0.23,0.21,5.1,0.035,29,142,2,3.36,0.33,10.1,GOOD
5.2,0.49,0.26,2.3,0.09,23,74,2,3.71,0.62,12.2,GOOD
6.6,0.41,0.31,1.6,0.042,18,101,2,3.13,0.41,10.5,BAD
7,0.23,0.35,1.4,0.036,31,113,2,3.16,0.48,10.8,GOOD
7.1,0.33,0.3,3.3,0.034,30,102,2,3.08,0.31,12.3,GOOD
7.6,0.25,1.23,4.6,0.035,51,294,2,3.03,0.43,13.1,GOOD
6.8,0.21,0.31,2.9,0.046,40,121,2,3.07,0.65,10.9,GOOD
6.7,0.41,0.34,9.2,0.049,29,150,2,3.22,0.51,9.1,BAD
6.2,0.35,0.03,1.2,0.064,29,120,2,3.22,0.54,9.1,BAD
7,0.31,0.26,7.4,0.069,28,160,2,3.13,0.46,9.8,GOOD
7,0.805,0,2.5,0.068,7,20,2,3.48,0.56,9.6,BAD
6.1,0.21,0.38,1.5,0.039,37,122,1,3.2,0.43,12,GOOD
6.6,0.35,0.35,6,0.063,31,150,2,3.1,0.47,9.4,GOOD
6.5,0.24,0.32,7.6,0.038,48,203,2,3.45,0.54,9.7,GOOD
9.1,0.66,0.15,3.2,0.097,9,59,2,3.28,0.54,9.6,BAD
7.3,0.365,0.49,2.5,0.088,39,106,2,3.36,0.78,11,BAD
6.4,0.27,0.19,1.9,0.085,21,196,2,3.49,0.64,9.5,BAD
8.5,0.21,0.41,4.3,0.036,24,99,2,3.18,0.53,9.7,GOOD
6.7,0.31,0.3,2.1,0.038,18,130,2,3.36,0.63,10.6,GOOD
7,0.16,0.32,1.1,0.032,29,80,1,3.23,0.36,12.1,GOOD
8,0.43,0.4,12.4,0.168,29,190,2,3.07,0.64,9.2,BAD
6.9,0.28,0.33,1.2,0.039,16,98,2,3.07,0.39,11.7,GOOD
7.4,0.32,0.27,12.9,0.04,60,221,2,3.05,0.66,9.4,BAD
9.1,0.785,0,2.6,0.093,11,28,2,3.36,0.86,9.4,GOOD
5.9,0.24,0.3,2,0.033,28,92,2,3.39,0.69,10.9,GOOD
5.8,0.22,0.25,1.5,0.024,21,109,2,3.37,0.58,10.4,GOOD
6.9,0.3,0.36,4.5,0.054,31,203,2,3.4,0.57,10.4,BAD
8.4,0.29,0.4,1.7,0.067,8,20,2,3.39,0.6,10.5,BAD
7.9,0.42,0.49,8.2,0.056,32,164,2,3.29,0.6,11.2,GOOD
6.5,0.17,0.31,1.5,0.041,34,121,2,3.06,0.46,10.5,GOOD
5.6,0.19,0.31,2.7,0.027,11,100,1,3.46,0.4,13.2,GOOD
6.6,0.16,0.3,1.6,0.034,15,78,2,3.38,0.44,11.2,GOOD
6.8,0.21,0.4,6.3,0.032,40,121,2,3.18,0.53,12,GOOD
8.6,0.18,0.28,0.8,0.032,25,78,2,2.99,0.38,11.1,BAD
5.6,0.66,0,2.2,0.087,3,11,2,3.71,0.63,12.8,GOOD
6.8,0.33,0.31,7.4,0.045,34,143,2,3.06,0.55,12.2,GOOD
11.3,0.34,0.45,2,0.082,6,15,2,2.94,0.66,9.2,GOOD
6.4,0.145,0.49,5.4,0.048,54,164,2,3.56,0.44,10.8,GOOD
7.9,0.44,0.37,5.85,0.033,27,93,2,3.16,0.54,12.6,GOOD
7.6,0.55,0.21,2.2,0.071,7,28,2,3.28,0.55,9.7,BAD
7.3,0.145,0.33,1.1,0.042,14,64,2,3.1,0.37,11.8,GOOD
6.5,0.2,0.5,18.1,0.054,50,221,2,2.94,0.64,8.8,GOOD
6.7,0.47,0.34,8.9,0.043,31,172,2,3.22,0.6,9.2,BAD
7.7,0.28,0.29,6.9,0.041,29,163,2,3.44,0.6,10.5,GOOD
6.6,0.26,0.22,18.15,0.05,23,139,2,3.06,0.5,9.2,BAD
6.7,0.26,0.39,6.4,0.171,64,200,2,3.19,0.38,9.4,GOOD
7.2,0.26,0.26,12.7,0.036,49,214,2,3.41,0.5,10,GOOD
5.8,0.315,0.19,19.4,0.031,28,106,2,2.97,0.4,10.55,GOOD
7.3,0.305,0.39,1.2,0.059,7,11,2,3.29,0.52,11.5,GOOD
6.8,0.45,0.36,5,0.033,28,156,2,3.11,0.4,12.4,GOOD
6.8,0.31,0.3,8,0.028,33,122,2,3.13,0.63,12.6,GOOD
6.4,0.25,0.53,6.6,0.038,59,234,2,3.03,0.42,8.8,BAD
6.6,0.22,0.3,14.7,0.045,50,136,2,3.14,0.37,10.6,GOOD
10.6,0.36,0.6,2.2,0.152,7,18,2,3.04,1.06,9.4,BAD
8.3,0.6,0.25,2.2,0.118,9,38,2,3.15,0.53,9.8,BAD
6.3,0.28,0.24,8.45,0.031,32,172,2,3.39,0.57,9.7,GOOD
7,0.35,0.31,1.8,0.069,15,162,2,3.18,0.47,9.4,BAD
6.1,0.28,0.23,4.2,0.038,13,95,1,2.97,0.7,13.1,GOOD
7,0.975,0.04,2,0.087,12,67,2,3.35,0.6,9.4,BAD
8.1,0.73,0,2.5,0.081,12,24,2,3.38,0.46,9.6,BAD
6.4,0.3,0.51,5.5,0.048,62,172,2,3.08,0.45,9.1,GOOD
6.5,0.39,0.81,1.2,0.217,14,74,2,3.08,0.53,9.5,BAD
6.7,0.3,0.45,10.6,0.032,56,212,2,3.22,0.59,9.5,GOOD
6.5,0.41,0.22,4.8,0.052,49,142,2,3.14,0.62,9.2,BAD
6.8,0.27,0.49,1.2,0.044,35,126,2,3.13,0.48,12.1,GOOD
8.2,0.4,0.31,1.9,0.082,8,24,2,3.24,0.69,10.6,GOOD
6.2,0.57,0.1,2.1,0.048,4,11,2,3.44,0.76,10.8,GOOD
8,0.58,0.28,3.2,0.066,21,114,2,3.22,0.54,9.4,GOOD
7.9,0.35,0.21,1.9,0.073,46,102,2,3.27,0.58,9.5,BAD
8.1,0.25,0.34,10.1,0.05,30,121,2,3.17,0.49,10.1,GOOD
7,0.16,0.32,8.3,0.045,38,126,2,3.21,0.34,9.2,BAD
8,0.45,0.36,8.8,0.026,50,151,2,3.07,0.25,12.7,GOOD
6.6,0.25,0.29,1.1,0.068,39,124,2,3.34,0.58,11,GOOD
6.8,0.52,0.26,5.7,0.038,27,130,2,3.11,0.27,13,GOOD
6,0.31,0.24,3.3,0.041,25,143,2,3.31,0.44,11.3,GOOD
11.3,0.62,0.67,5.2,0.086,6,19,2,3.22,0.69,13.4,GOOD
6.5,0.22,0.32,2.2,0.028,36,92,2,3.27,0.59,11.9,GOOD
9.3,0.4,0.49,2.5,0.085,38,142,2,3.22,0.55,9.4,BAD
6.6,0.545,0.04,2.5,0.031,48,111,2,3.14,0.32,11.9,BAD
7.6,0.74,0,1.9,0.1,6,12,2,3.36,0.59,11,BAD
7.4,0.26,0.29,3.7,0.048,14,73,2,3.06,0.45,11.4,GOOD
7.8,0.7,0.06,1.9,0.079,20,35,2,3.4,0.69,10.9,BAD
6.1,0.27,0.31,3.9,0.034,42,137,2,3.24,0.46,10.9,GOOD
6.7,0.24,0.32,9,0.023,20,109,2,3.34,0.35,12.6,GOOD
6.8,0.28,0.36,7,0.043,60,207,2,3.16,0.49,9.6,GOOD
5.3,0.58,0.07,6.9,0.043,34,149,2,3.34,0.57,9.7,BAD
7.8,0.41,0.68,1.7,0.467,18,69,2,3.08,1.31,9.3,BAD
7.4,0.28,0.25,11.9,0.053,25,148,2,3.1,0.62,9.2,BAD
6.9,0.33,0.21,1,0.053,39,148,2,3.12,0.45,9.4,GOOD
6.8,0.31,0.32,7.6,0.052,35,143,2,3.14,0.38,9,BAD
6.3,0.24,0.35,2.3,0.039,43,109,2,3.34,0.44,11.8,GOOD
7.2,0.22,0.49,1,0.045,34,140,2,3.05,0.34,12.7,GOOD
6.8,0.16,0.36,1.3,0.034,32,98,2,3.02,0.58,11.3,GOOD
7.1,0.39,0.39,11.1,0.034,25,204,2,3.05,0.52,10,GOOD
6.6,0.37,0.24,2,0.064,23,120,2,3.32,0.54,9.4,BAD
7,0.22,0.39,2.1,0.055,39,198,2,3.52,0.54,10.2,GOOD
6.2,0.2,0.28,1.1,0.039,24,78,1,3.36,0.47,12.1,GOOD
6.6,0.25,0.24,1.7,0.048,26,124,2,3.37,0.6,10.1,GOOD
6.2,0.22,0.3,12.4,0.054,108,152,2,3.1,0.47,9.5,GOOD
6.1,0.33,0.32,7.8,0.052,52,183,2,3.39,0.65,9.5,BAD
5.7,0.23,0.25,7.95,0.042,16,108,2,3.44,0.61,10.3,GOOD
7.5,0.64,0,2.4,0.077,18,29,2,3.32,0.6,10,GOOD
7.2,0.43,0.24,6.7,0.058,40,163,2,3.2,0.41,9.9,BAD
6.4,0.28,0.56,1.7,0.156,49,106,2,3.1,0.37,9.2,GOOD
6.7,0.62,0.21,1.9,0.079,8,62,2,3.52,0.58,9.3,GOOD
6.7,0.26,0.3,1.8,0.043,25,121,2,3.44,0.61,10.2,GOOD
7.7,0.31,0.26,7.8,0.031,23,90,2,3.13,0.5,10.4,BAD
7.7,0.29,0.29,4.8,0.06,27,156,2,3.49,0.59,10.3,GOOD
8.2,0.74,0.09,2,0.067,5,10,2,3.28,0.57,11.8,GOOD
7.2,0.23,0.38,14.3,0.058,55,194,2,3.09,0.44,9,GOOD
9.2,0.16,0.49,2,0.044,18,107,2,3.1,0.53,10.2,BAD
6.6,0.25,0.3,1.6,0.046,32,134,2,3.42,0.51,10.1,GOOD
8.1,0.45,0.34,8.3,0.037,33,216,2,3.31,0.64,9.7,BAD
6.6,0.33,0.31,1.3,0.02,29,89,2,3.26,0.44,12.4,GOOD
7.4,0.24,0.31,8.4,0.045,52,183,2,3.09,0.32,8.8,BAD
5.6,0.695,0.06,6.8,0.042,9,84,2,3.44,0.44,10.2,BAD
6.8,0.32,0.43,1.6,0.05,4,65,2,3.27,0.47,10.7,BAD
6,0.16,0.36,1.6,0.042,13,61,2,3.22,0.54,10.8,GOOD
7.6,0.54,0.23,2,0.029,13,151,2,3.04,0.33,10.4,BAD
6.3,0.27,0.25,5.8,0.038,52,155,2,3.28,0.38,9.4,GOOD
6.3,0.22,0.22,5.6,0.039,31,128,2,3.12,0.46,10.4,GOOD
6.2,0.25,0.38,7.9,0.045,54,208,2,3.17,0.46,9.1,BAD
6.3,0.19,0.29,2,0.022,33,96,1,3.04,0.54,12.8,GOOD
7.7,0.27,0.34,1.8,0.028,26,168,2,2.99,0.48,12.1,GOOD
6.8,0.32,0.18,7.5,0.041,71,223,2,3.14,0.41,8.9,BAD
6.7,0.26,0.39,1.1,0.04,45,147,2,3.32,0.58,9.6,GOOD
8.3,0.14,0.34,1.1,0.042,7,47,2,3.47,0.4,10.2,GOOD
11.7,0.28,0.47,1.7,0.054,17,32,2,3.15,0.67,10.6,GOOD
7.15,0.17,0.24,9.6,0.119,56,178,2,3.15,0.44,10.2,GOOD
8.9,0.34,0.34,1.6,0.056,13,176,2,3.14,0.47,9.7,BAD
7.3,0.19,0.27,13.9,0.057,45,155,2,2.94,0.41,8.8,GOOD
6.3,0.26,0.42,7.1,0.045,62,209,2,3.2,0.53,9.5,GOOD
5.7,0.22,0.25,1.1,0.05,97,175,2,3.44,0.62,11.1,GOOD
7.2,0.33,0.34,2,0.044,61,171,1,3.25,0.53,13.3,GOOD
5.7,0.21,0.32,1.6,0.03,33,122,2,3.33,0.52,11.9,GOOD
6,0.26,0.33,4.35,0.04,15,80,1,3.29,0.5,12.7,GOOD
5.8,0.61,0.11,1.8,0.066,18,28,2,3.55,0.66,10.9,GOOD
6.6,0.22,0.28,4.9,0.042,51,180,2,3.3,0.75,9.5,GOOD
6.6,0.19,0.35,1.5,0.037,37,107,2,3.18,0.68,12,GOOD
8.7,0.3,0.59,1.7,0.046,10,70,2,3.06,0.56,10.8,BAD
5.8,0.2,0.3,1.5,0.031,21,57,2,3.44,0.55,11,GOOD
6,0.34,0.66,15.9,0.046,26,164,2,3.14,0.5,8.8,GOOD
6.8,0.22,0.41,6.7,0.034,39,116,2,3.18,0.46,11.5,GOOD
6.1,0.6,0.08,1.8,0.071,14,45,2,3.38,0.54,11,BAD
6.2,0.44,0.39,2.5,0.077,6,14,2,3.51,0.69,11,GOOD
6.4,0.24,0.25,20.2,0.083,35,157,2,3.17,0.5,9.1,BAD
7.5,0.14,0.74,1.6,0.035,21,126,2,3.26,0.45,10.2,GOOD
6.5,0.25,0.35,12,0.055,47,179,2,3.58,0.47,10,BAD
7.8,0.32,0.33,10.4,0.031,47,194,2,3.07,0.58,9.6,GOOD
7.3,0.205,0.31,1.7,0.06,34,110,2,3.72,0.69,10.5,GOOD
7,0.15,0.38,2.2,0.047,33,96,2,3.13,0.39,10.4,GOOD
9.6,0.54,0.42,2.4,0.081,25,52,2,3.2,0.71,11.4,GOOD
5.7,0.29,0.16,7.9,0.044,48,197,2,3.21,0.36,9.4,BAD
6.7,0.24,0.3,3.85,0.042,105,179,2,3.04,0.59,11.3,GOOD
7.3,0.35,0.67,8.3,0.053,10,100,2,3.19,0.5,10.9,BAD
6,0.5,0,1.4,0.057,15,26,2,3.36,0.45,9.5,BAD
11.7,0.49,0.49,2.2,0.083,5,15,2,3.19,0.43,9.2,BAD
6.9,0.3,0.29,1.3,0.053,24,189,2,3.29,0.54,9.9,BAD
5.2,0.38,0.26,7.7,0.053,20,103,2,3.27,0.45,12.2,GOOD
7.2,0.2,0.61,16.2,0.043,14,103,2,3.06,0.36,9.2,GOOD
7.1,0.47,0.29,14.8,0.024,22,142,2,3.12,0.48,12,GOOD
5.9,0.25,0.27,1.5,0.029,37,81,1,3.2,0.46,12.2,GOOD
6.9,0.35,0.55,11.95,0.038,22,111,2,3.11,0.29,9.7,BAD
7.9,0.26,0.33,10.3,0.039,73,212,2,2.93,0.49,9.5,GOOD
5.3,0.26,0.23,5.15,0.034,48,160,2,3.82,0.51,10.5,GOOD
7.3,0.19,0.27,13.9,0.057,45,155,2,2.94,0.41,8.8,GOOD
7,0.32,0.24,6.2,0.048,31,228,2,3.23,0.62,9.4,GOOD
7.4,0.28,0.4,11.9,0.032,13,92,2,3.01,0.46,10.8,BAD
9.2,0.14,0.37,1.1,0.034,36,84,2,3.05,0.55,11.6,GOOD
6.8,0.18,0.46,1.4,0.064,37,160,2,3.37,0.45,11.1,BAD
7.1,0.44,0.27,8.4,0.057,60,160,2,3.16,0.36,11.8,GOOD
7.4,0.33,0.26,15.6,0.049,67,210,2,3.06,0.68,9.5,BAD
7.1,0.31,0.38,1.2,0.036,10,124,2,3.14,0.44,9.9,GOOD
7.1,0.47,0.24,6,0.044,11,77,2,3.21,0.56,9.7,BAD
7.7,0.32,0.61,11.8,0.041,66,188,2,3,0.54,9.3,BAD
7.9,0.34,0.44,6.5,0.027,47,126,2,2.96,0.37,12.5,GOOD
6.6,0.15,0.32,6,0.033,59,128,2,3.19,0.71,12.1,GOOD
6.1,0.15,0.29,6.2,0.046,39,151,2,3.6,0.44,10.6,GOOD
7.1,0.26,0.32,5.9,0.037,39,97,2,3.31,0.4,11.6,GOOD
7.4,0.35,0.33,2.4,0.068,9,26,2,3.36,0.6,11.9,GOOD
6.3,0.15,0.3,1.4,0.022,38,100,2,3.42,0.57,11.4,GOOD
7.1,0.14,0.4,1.2,0.051,55,136,2,3.3,0.96,9.8,GOOD
6.2,0.46,0.17,1.6,0.073,7,11,2,3.61,0.54,11.4,BAD
8.1,0.2,0.28,0.9,0.023,49,87,2,2.92,0.36,11.1,GOOD
12,0.63,0.5,1.4,0.071,6,26,2,3.07,0.6,10.4,BAD
6,0.38,0.26,3.5,0.035,38,111,1,3.18,0.47,13.6,GOOD
9.8,0.3,0.39,1.7,0.062,3,9,2,3.14,0.57,11.5,GOOD
7.5,0.19,0.34,2.6,0.037,33,125,2,3.1,0.49,11.1,GOOD
8.8,0.685,0.26,1.6,0.088,16,23,2,3.32,0.47,9.4,BAD
7,0.24,0.47,1.3,0.043,18,131,2,3.19,0.45,11,GOOD
7.9,0.545,0.06,4,0.087,27,61,2,3.36,0.67,10.7,GOOD
4.6,0.52,0.15,2.1,0.054,8,65,2,3.9,0.56,13.1,BAD
7.5,0.57,0.02,2.6,0.077,11,35,2,3.36,0.62,10.8,GOOD
9.3,0.36,0.39,1.5,0.08,41,55,2,3.47,0.73,10.9,GOOD
8,0.45,0.28,10.8,0.051,25,157,2,3.06,0.47,11.4,GOOD
8,0.25,0.13,17.2,0.036,49,219,2,2.96,0.46,9.7,BAD
6.7,0.13,0.28,1.2,0.046,35,140,2,3.33,0.33,10.1,GOOD
6.7,0.41,0.24,5.4,0.035,33,115,2,3.12,0.44,12.8933333333333,GOOD
7.2,0.27,0.42,1.6,0.05,35,135,2,2.94,0.46,11,GOOD
7.2,0.21,0.36,15.7,0.045,68,183,2,3.25,0.76,9.4,BAD
6.6,0.25,0.31,12.4,0.059,52,181,2,3.51,0.47,9.8,GOOD
7.8,0.39,0.26,9.9,0.059,33,181,2,3.04,0.42,10.9,GOOD
7.8,0.28,0.34,1.6,0.028,32,118,2,3,0.38,12.1,GOOD
5.7,0.14,0.3,5.4,0.045,26,105,2,3.32,0.45,9.3,BAD
6.4,0.28,0.41,6.8,0.045,61,216,2,3.09,0.46,9.4,BAD
7.3,0.34,0.33,2.5,0.064,21,37,2,3.35,0.77,12.1,GOOD
5.7,0.32,0.38,4.75,0.033,23,94,2,3.42,0.42,11.8,GOOD
7,0.54,0.09,2,0.081,10,16,2,3.43,0.59,11.5,GOOD
8.4,0.22,0.3,1.3,0.038,45,122,2,3.13,0.54,10.8,GOOD
6.7,0.35,0.32,9,0.032,29,113,2,3.13,0.65,12.9,GOOD
5.9,0.29,0.33,7.4,0.037,58,205,2,3.26,0.41,9.6,BAD
8.3,0.2,0.49,1.7,0.038,38,167,2,3.05,0.37,10.1,GOOD
6.4,0.29,0.21,9.65,0.041,36,119,2,2.99,0.34,10.9333333333333,GOOD
6.2,0.785,0,2.1,0.06,6,13,2,3.59,0.61,10,BAD
7.5,0.18,0.37,6.2,0.05,21,138,2,3.2,0.55,10.5,GOOD
7.1,0.2,0.37,1.5,0.049,28,129,2,3.15,0.52,10.8,BAD
7.1,0.52,0.03,2.6,0.076,21,92,2,3.5,0.6,9.8,BAD
7.2,0.26,0.74,13.6,0.05,56,162,2,3.03,0.44,8.8,BAD
7.8,0.27,0.33,2.4,0.053,36,175,2,3.2,0.55,11,GOOD
7.3,0.28,0.35,1.6,0.054,31,148,2,3.18,0.47,10.7,BAD
6.2,0.34,0.28,7.5,0.034,40,197,2,3.14,0.6,9.7,BAD
9.6,0.33,0.52,2.2,0.074,13,25,2,3.36,0.76,12.4,GOOD
6.2,0.39,0.24,4.8,0.037,45,138,2,3.23,0.43,11.2,GOOD
6.8,0.65,0.02,2.1,0.078,8,15,2,3.35,0.62,10.4,GOOD
5.8,0.28,0.34,4,0.031,40,99,1,3.39,0.39,12.8,GOOD
6,0.29,0.25,1.4,0.033,30,114,1,3.08,0.43,13.2,GOOD
5.7,0.27,0.32,1.2,0.046,20,155,2,3.8,0.41,10.2,GOOD
7.1,0.59,0.02,2.3,0.082,24,94,2,3.55,0.53,9.7,GOOD
7.1,0.25,0.3,2.4,0.042,25,122,2,3.43,0.61,10.5,GOOD
6.9,0.32,0.17,7.6,0.042,69,219,2,3.13,0.4,8.9,BAD
7.1,0.34,0.31,5.2,0.032,36,140,2,3.35,0.47,12.3,GOOD
7,0.22,0.26,9.2,0.027,37,122,2,3.06,0.34,12.5,GOOD
11.5,0.59,0.59,2.6,0.087,13,49,2,3.18,0.65,11,GOOD
6,0.2,0.38,1.3,0.034,37,104,1,3.11,0.52,12.7,GOOD
8.3,0.42,0.38,2.5,0.094,24,60,2,3.31,0.7,10.8,GOOD
6.1,0.37,0.2,7.6,0.031,49,170,2,3.22,0.48,9.5,BAD
6.6,0.96,0,1.8,0.082,5,16,2,3.5,0.44,11.9,GOOD
6.3,0.24,0.74,1.4,0.172,24,108,2,3.27,0.39,9.9,GOOD
7.6,0.2,0.26,4.5,0.086,37,133,2,3.15,0.42,9.2,BAD
6.2,0.28,0.57,1,0.043,50,92,2,3.17,0.36,11.5,GOOD
6.8,0.17,0.34,2,0.04,38,111,2,3.24,0.45,12.9,GOOD
6.2,0.36,0.32,4,0.036,44,92,1,3.2,0.5,13.3,GOOD
6.8,0.21,0.27,18.15,0.042,41,146,3,3.3,0.36,8.7,BAD
8,0.74,0.21,4,0.05,24,133,2,3.06,0.38,9.7,BAD
6.3,0.37,0.28,6.3,0.034,45,152,2,3.29,0.46,11.6,GOOD
6.8,0.34,0.36,8.9,0.029,44,128,2,3.28,0.35,11.95,GOOD
6.4,0.25,0.3,5.5,0.038,15,129,2,3.14,0.49,9.6,GOOD
8.6,0.47,0.3,3,0.076,30,135,2,3.3,0.53,9.4,BAD
6.3,0.26,0.25,7.8,0.058,44,166,2,3.24,0.41,9,BAD
6.7,0.25,0.31,1.35,0.061,30.5,218,2,3.16,0.53,9.5,BAD
7.3,0.26,0.33,17.85,0.049,41.5,195,2,3.06,0.44,9.1,GOOD
6.4,0.29,0.18,15,0.04,21,116,2,3.14,0.5,9.2,BAD
9.6,0.6,0.5,2.3,0.079,28,71,2,3.5,0.57,9.7,BAD
6.1,0.15,0.35,15.8,0.042,55,158,2,3.24,0.37,10.6,BAD
7.2,0.5,0,0.8,0.034,46,114,2,3.19,0.34,9.2,BAD
5.9,0.46,0,1.9,0.077,25,44,2,3.5,0.53,11.2,BAD
6,0.29,0.2,12.6,0.045,45,187,2,3.33,0.42,9.5,BAD
7.2,0.52,0.07,1.4,0.074,5,20,2,3.32,0.81,9.6,GOOD
